customer_id,ITE,segment,recommended_discount,expected_gain,treated,purchased
7861,0.004248043007599966,Sure Things / Lost Causes,0,0.4248,0,0
7862,0.002985467347616606,Sure Things / Lost Causes,0,0.2985,1,0
7863,0.003161983171263762,Sure Things / Lost Causes,0,0.3162,1,0
7864,0.006268134286274473,Sure Things / Lost Causes,0,0.6268,1,0
7865,0.0009741638457056094,Sure Things / Lost Causes,0,0.0974,0,0
7866,0.005674363603269974,Sure Things / Lost Causes,0,0.5674,0,0
7867,0.0009841902494841493,Sure Things / Lost Causes,0,0.0984,1,0
7868,0.002515844844411997,Sure Things / Lost Causes,0,0.2516,0,0
7869,0.0059014903693736034,Sure Things / Lost Causes,0,0.5901,0,0
7870,0.007310730011899069,Sure Things / Lost Causes,0,0.7311,0,0
7871,0.0014771955745143195,Sure Things / Lost Causes,0,0.1477,1,0
7872,0.0044640253964951734,Sure Things / Lost Causes,0,0.4464,1,0
7873,0.005062838001908638,Sure Things / Lost Causes,0,0.5063,1,0
7874,0.0034836373293704375,Sure Things / Lost Causes,0,0.3484,0,0
7875,0.005406714930992871,Sure Things / Lost Causes,0,0.5407,0,0
7876,0.006721979563787728,Sure Things / Lost Causes,0,0.6722,1,0
7877,0.0038706415198596026,Sure Things / Lost Causes,0,0.3871,1,0
7878,0.010946184959527636,Persuadables,20,0.0,1,0
7879,0.0036634530474930543,Sure Things / Lost Causes,0,0.3663,1,0
7880,0.0023075964747575964,Sure Things / Lost Causes,0,0.2308,1,0
7881,0.006722058084893413,Sure Things / Lost Causes,0,0.6722,1,0
7882,0.001955841656990224,Sure Things / Lost Causes,0,0.1956,1,0
7883,0.012052964158662787,Persuadables,20,0.0,1,0
7884,0.0037078126120184763,Sure Things / Lost Causes,0,0.3708,0,0
7885,0.001789797248700614,Sure Things / Lost Causes,0,0.179,0,0
7886,0.006930413880302585,Sure Things / Lost Causes,0,0.693,1,0
7887,0.0040322096709044025,Sure Things / Lost Causes,0,0.4032,1,0
7888,0.00428171016549315,Sure Things / Lost Causes,0,0.4282,1,0
7889,0.004302428975903927,Sure Things / Lost Causes,0,0.4302,1,0
7890,0.006363700366431026,Sure Things / Lost Causes,0,0.6364,1,0
7891,0.0027963623947657446,Sure Things / Lost Causes,0,0.2796,0,0
7892,0.005386348066666179,Sure Things / Lost Causes,0,0.5386,0,0
7893,0.006873306459544448,Sure Things / Lost Causes,0,0.6873,0,0
7894,0.005603441156796649,Sure Things / Lost Causes,0,0.5603,0,0
7895,0.012116781960932048,Persuadables,20,0.0,1,0
7896,0.005874419079171545,Sure Things / Lost Causes,0,0.5874,0,0
7897,0.002226074687146958,Sure Things / Lost Causes,0,0.2226,0,0
7898,0.006992284026984918,Sure Things / Lost Causes,0,0.6992,1,0
7899,0.002881579370559326,Sure Things / Lost Causes,0,0.2882,0,0
7900,0.006987292273420724,Sure Things / Lost Causes,0,0.6987,1,0
7901,0.0062530230634368165,Sure Things / Lost Causes,0,0.6253,1,0
7902,0.0018605048436643986,Sure Things / Lost Causes,0,0.1861,1,0
7903,0.004251537253559969,Sure Things / Lost Causes,0,0.4252,0,0
7904,0.0035622007295896463,Sure Things / Lost Causes,0,0.3562,1,0
7905,0.005816101254591243,Sure Things / Lost Causes,0,0.5816,1,0
7906,0.004730707107911295,Sure Things / Lost Causes,0,0.4731,0,0
7907,0.003488987168783865,Sure Things / Lost Causes,0,0.3489,1,0
7908,0.001703212274485326,Sure Things / Lost Causes,0,0.1703,1,0
7909,0.005970278661011373,Sure Things / Lost Causes,0,0.597,1,0
7910,0.0018456873617007474,Sure Things / Lost Causes,0,0.1846,1,0
7911,0.003701925827960588,Sure Things / Lost Causes,0,0.3702,1,0
7912,0.004705139143173379,Sure Things / Lost Causes,0,0.4705,1,0
7913,0.0038429406704914093,Sure Things / Lost Causes,0,0.3843,1,0
7914,0.002149824033714672,Sure Things / Lost Causes,0,0.215,0,0
7915,0.006133365132882802,Sure Things / Lost Causes,0,0.6133,1,0
7916,0.001739121197098225,Sure Things / Lost Causes,0,0.1739,0,0
7917,0.0014226949082609694,Sure Things / Lost Causes,0,0.1423,1,0
7918,0.005153735369935996,Sure Things / Lost Causes,0,0.5154,0,0
7919,0.00522612514915915,Sure Things / Lost Causes,0,0.5226,1,0
7920,0.004641163193916406,Sure Things / Lost Causes,0,0.4641,0,0
7921,0.004111891228682883,Sure Things / Lost Causes,0,0.4112,1,0
7922,0.0023153956582056593,Sure Things / Lost Causes,0,0.2315,1,0
7923,0.0031869837033054165,Sure Things / Lost Causes,0,0.3187,1,0
7924,0.0041831932093305164,Sure Things / Lost Causes,0,0.4183,1,0
7925,0.0019618789475824242,Sure Things / Lost Causes,0,0.1962,0,0
7926,0.0023500654564766986,Sure Things / Lost Causes,0,0.235,1,0
7927,0.003470044427359409,Sure Things / Lost Causes,0,0.347,1,0
7928,0.008715887549749982,Sure Things / Lost Causes,0,0.8716,1,0
7929,0.0017717070093784806,Sure Things / Lost Causes,0,0.1772,0,0
7930,0.0034593376604673248,Sure Things / Lost Causes,0,0.3459,1,0
7931,0.004654434453765762,Sure Things / Lost Causes,0,0.4654,1,0
7932,0.0055631564987578715,Sure Things / Lost Causes,0,0.5563,0,0
7933,0.005677106374981174,Sure Things / Lost Causes,0,0.5677,0,0
7934,0.003031173462238658,Sure Things / Lost Causes,0,0.3031,1,0
7935,0.0033823271194543913,Sure Things / Lost Causes,0,0.3382,1,0
7936,0.0018438538516750373,Sure Things / Lost Causes,0,0.1844,1,0
7937,0.004369018583601524,Sure Things / Lost Causes,0,0.4369,0,0
7938,0.0038461555358372543,Sure Things / Lost Causes,0,0.3846,1,0
7939,0.004609487324777862,Sure Things / Lost Causes,0,0.4609,1,0
7940,0.006786893256059157,Sure Things / Lost Causes,0,0.6787,1,0
7941,0.003682660809271822,Sure Things / Lost Causes,0,0.3683,1,0
7942,0.012320468648300116,Persuadables,20,0.0,0,0
7943,0.004570778060346323,Sure Things / Lost Causes,0,0.4571,1,0
7944,0.002155438893482411,Sure Things / Lost Causes,0,0.2155,0,0
7945,0.004734186809482061,Sure Things / Lost Causes,0,0.4734,1,0
7946,0.004054884412458145,Sure Things / Lost Causes,0,0.4055,1,0
7947,0.001982740992332895,Sure Things / Lost Causes,0,0.1983,0,0
7948,0.006943835011583615,Sure Things / Lost Causes,0,0.6944,1,0
7949,0.0021852243639440255,Sure Things / Lost Causes,0,0.2185,1,0
7950,0.0036559195195019403,Sure Things / Lost Causes,0,0.3656,1,0
7951,0.00835453822978771,Sure Things / Lost Causes,0,0.8355,1,0
7952,0.0017647385114488824,Sure Things / Lost Causes,0,0.1765,1,0
7953,0.003263234854064532,Sure Things / Lost Causes,0,0.3263,1,0
7954,0.006046035266449351,Sure Things / Lost Causes,0,0.6046,0,0
7955,0.00436269455748608,Sure Things / Lost Causes,0,0.4363,1,0
7956,0.004530686805492009,Sure Things / Lost Causes,0,0.4531,1,0
7957,0.0020024215379102843,Sure Things / Lost Causes,0,0.2002,1,0
7958,0.0016542619388950955,Sure Things / Lost Causes,0,0.1654,1,0
7959,0.002092336710523445,Sure Things / Lost Causes,0,0.2092,0,0
7960,0.004533630381650344,Sure Things / Lost Causes,0,0.4534,1,0
7961,0.004086538566427755,Sure Things / Lost Causes,0,0.4087,0,0
7962,0.004472067967843081,Sure Things / Lost Causes,0,0.4472,0,0
7963,0.005812964275248444,Sure Things / Lost Causes,0,0.5813,1,0
7964,0.0011839519845117147,Sure Things / Lost Causes,0,0.1184,1,0
7965,0.00324831703441134,Sure Things / Lost Causes,0,0.3248,1,0
7966,0.005649512445333163,Sure Things / Lost Causes,0,0.565,0,0
7967,0.002522963664746517,Sure Things / Lost Causes,0,0.2523,1,0
7968,0.003820030264205689,Sure Things / Lost Causes,0,0.382,0,0
7969,0.006452641564124688,Sure Things / Lost Causes,0,0.6453,0,0
7970,0.00736005255440765,Sure Things / Lost Causes,0,0.736,1,0
7971,0.009864637189021166,Sure Things / Lost Causes,0,0.9865,1,0
7972,0.0019584844042093244,Sure Things / Lost Causes,0,0.1958,0,0
7973,0.0010895892751734385,Sure Things / Lost Causes,0,0.109,0,0
7974,0.006817466515389086,Sure Things / Lost Causes,0,0.6817,1,0
7975,0.0012055445612204996,Sure Things / Lost Causes,0,0.1206,0,0
7976,0.009639186338343705,Sure Things / Lost Causes,0,0.9639,0,0
7977,0.00895374454550594,Sure Things / Lost Causes,0,0.8954,0,0
7978,0.0015156612669166253,Sure Things / Lost Causes,0,0.1516,0,0
7979,0.0017968300916054404,Sure Things / Lost Causes,0,0.1797,0,0
7980,0.011617094974910447,Persuadables,20,0.0,0,0
7981,0.01262336638010157,Persuadables,20,0.0,1,0
7982,0.010500780825514599,Persuadables,20,0.0,1,0
7983,0.004086015613784362,Sure Things / Lost Causes,0,0.4086,0,0
7984,0.007508271743729437,Sure Things / Lost Causes,0,0.7508,1,0
7985,0.003877853856662293,Sure Things / Lost Causes,0,0.3878,1,0
7986,0.004244777154177321,Sure Things / Lost Causes,0,0.4245,1,0
7987,0.004873518013418846,Sure Things / Lost Causes,0,0.4874,0,0
7988,0.012752800054339661,Persuadables,20,0.0,0,0
7989,0.0016862533654915016,Sure Things / Lost Causes,0,0.1686,1,0
7990,0.004572217942781733,Sure Things / Lost Causes,0,0.4572,1,0
7991,0.006124004731957958,Sure Things / Lost Causes,0,0.6124,1,0
7992,0.004498624212699004,Sure Things / Lost Causes,0,0.4499,1,0
7993,0.004465622606686268,Sure Things / Lost Causes,0,0.4466,1,0
7994,0.005997278149914195,Sure Things / Lost Causes,0,0.5997,0,0
7995,0.002092336710523445,Sure Things / Lost Causes,0,0.2092,1,0
7996,0.004275372230091106,Sure Things / Lost Causes,0,0.4275,1,0
7997,0.004517609583929755,Sure Things / Lost Causes,0,0.4518,1,0
7998,0.006247308050108926,Sure Things / Lost Causes,0,0.6247,0,0
7999,0.0043572448313563585,Sure Things / Lost Causes,0,0.4357,1,0
8000,0.0045754617127766635,Sure Things / Lost Causes,0,0.4575,0,0
8001,0.0037657731699815736,Sure Things / Lost Causes,0,0.3766,0,0
8002,0.006615878542530429,Sure Things / Lost Causes,0,0.6616,0,0
8003,0.0015518564740795208,Sure Things / Lost Causes,0,0.1552,0,0
8004,0.003583571182594272,Sure Things / Lost Causes,0,0.3584,1,0
8005,0.007578005289767011,Sure Things / Lost Causes,0,0.7578,1,0
8006,0.004336282448916347,Sure Things / Lost Causes,0,0.4336,0,0
8007,0.0053228878529193195,Sure Things / Lost Causes,0,0.5323,0,0
8008,0.005239045908551333,Sure Things / Lost Causes,0,0.5239,1,0
8009,0.007431507608412935,Sure Things / Lost Causes,0,0.7432,1,0
8010,0.005512214294371702,Sure Things / Lost Causes,0,0.5512,1,0
8011,0.00870969980768481,Sure Things / Lost Causes,0,0.871,1,0
8012,0.001968568064897864,Sure Things / Lost Causes,0,0.1969,0,0
8013,0.0037475035194760413,Sure Things / Lost Causes,0,0.3748,0,0
8014,0.003599011954890858,Sure Things / Lost Causes,0,0.3599,0,0
8015,0.004356026704366326,Sure Things / Lost Causes,0,0.4356,1,0
8016,0.0020697774861511203,Sure Things / Lost Causes,0,0.207,0,0
8017,0.006473825886139469,Sure Things / Lost Causes,0,0.6474,1,0
8018,0.0011652240945967986,Sure Things / Lost Causes,0,0.1165,0,0
8019,0.006266150637973231,Sure Things / Lost Causes,0,0.6266,1,0
8020,0.0026368206045429476,Sure Things / Lost Causes,0,0.2637,0,0
8021,0.0009988717693027263,Sure Things / Lost Causes,0,0.0999,1,0
8022,0.0034626534986053497,Sure Things / Lost Causes,0,0.3463,1,0
8023,0.015439768841233659,Persuadables,20,0.0,0,0
8024,0.0023497646275374637,Sure Things / Lost Causes,0,0.235,1,0
8025,0.0020357807787990067,Sure Things / Lost Causes,0,0.2036,1,0
8026,0.009734301027965372,Sure Things / Lost Causes,0,0.9734,0,0
8027,0.004418019088036526,Sure Things / Lost Causes,0,0.4418,0,0
8028,0.0014432633962668247,Sure Things / Lost Causes,0,0.1443,1,0
8029,0.003513479605768804,Sure Things / Lost Causes,0,0.3513,1,0
8030,0.002997528065867989,Sure Things / Lost Causes,0,0.2998,0,0
8031,0.005606155392117546,Sure Things / Lost Causes,0,0.5606,1,0
8032,0.003497924006454779,Sure Things / Lost Causes,0,0.3498,0,0
8033,0.008577467935131297,Sure Things / Lost Causes,0,0.8577,0,0
8034,0.004077357843530166,Sure Things / Lost Causes,0,0.4077,0,0
8035,0.003734884721452563,Sure Things / Lost Causes,0,0.3735,0,0
8036,0.0034503855142364852,Sure Things / Lost Causes,0,0.345,0,0
8037,0.004329019759139496,Sure Things / Lost Causes,0,0.4329,1,0
8038,0.007019828100985599,Sure Things / Lost Causes,0,0.702,1,0
8039,0.004009608184984564,Sure Things / Lost Causes,0,0.401,1,0
8040,0.004510311720670618,Sure Things / Lost Causes,0,0.451,1,0
8041,0.0038081632623362094,Sure Things / Lost Causes,0,0.3808,0,0
8042,0.0038270193912283337,Sure Things / Lost Causes,0,0.3827,1,0
8043,0.0025281275572994898,Sure Things / Lost Causes,0,0.2528,0,0
8044,0.004669058449830482,Sure Things / Lost Causes,0,0.4669,0,0
8045,0.006502945537876777,Sure Things / Lost Causes,0,0.6503,1,0
8046,0.005070931377203955,Sure Things / Lost Causes,0,0.5071,1,0
8047,0.005131268207697175,Sure Things / Lost Causes,0,0.5131,1,0
8048,0.00423302485025723,Sure Things / Lost Causes,0,0.4233,1,0
8049,0.003956396627788454,Sure Things / Lost Causes,0,0.3956,1,0
8050,0.004190877510699801,Sure Things / Lost Causes,0,0.4191,1,0
8051,0.006301708378672735,Sure Things / Lost Causes,0,0.6302,1,0
8052,0.0013906033281044124,Sure Things / Lost Causes,0,0.1391,1,0
8053,0.003250845718783689,Sure Things / Lost Causes,0,0.3251,1,0
8054,0.005609306363461411,Sure Things / Lost Causes,0,0.5609,1,0
8055,0.004360116606215456,Sure Things / Lost Causes,0,0.436,0,0
8056,0.004115521887761209,Sure Things / Lost Causes,0,0.4116,1,0
8057,0.007857498328097708,Sure Things / Lost Causes,0,0.7857,0,0
8058,0.0020117603063806618,Sure Things / Lost Causes,0,0.2012,1,0
8059,0.002070028146245584,Sure Things / Lost Causes,0,0.207,0,0
8060,0.0015500804050932009,Sure Things / Lost Causes,0,0.155,1,0
8061,0.006357218773369169,Sure Things / Lost Causes,0,0.6357,1,0
8062,0.0058971789789229526,Sure Things / Lost Causes,0,0.5897,1,1
8063,0.007748568612760853,Sure Things / Lost Causes,0,0.7749,0,0
8064,0.004643949175475199,Sure Things / Lost Causes,0,0.4644,1,0
8065,0.012324357423796915,Persuadables,20,0.0,1,0
8066,0.00425319217163431,Sure Things / Lost Causes,0,0.4253,1,0
8067,0.0029350917566946695,Sure Things / Lost Causes,0,0.2935,1,0
8068,0.007384774709196564,Sure Things / Lost Causes,0,0.7385,0,0
8069,0.006243039556308428,Sure Things / Lost Causes,0,0.6243,1,0
8070,0.0011691773991982157,Sure Things / Lost Causes,0,0.1169,1,0
8071,0.0037281160796700198,Sure Things / Lost Causes,0,0.3728,1,0
8072,0.008392910672565701,Sure Things / Lost Causes,0,0.8393,1,0
8073,0.003716479108801957,Sure Things / Lost Causes,0,0.3716,0,0
8074,0.005611770196823945,Sure Things / Lost Causes,0,0.5612,0,0
8075,0.004658115014845001,Sure Things / Lost Causes,0,0.4658,1,0
8076,0.002453015138131352,Sure Things / Lost Causes,0,0.2453,0,0
8077,0.004137444198058313,Sure Things / Lost Causes,0,0.4137,1,0
8078,0.0065660186320572675,Sure Things / Lost Causes,0,0.6566,1,0
8079,0.0022459200995185074,Sure Things / Lost Causes,0,0.2246,1,0
8080,0.004190791533270106,Sure Things / Lost Causes,0,0.4191,1,0
8081,0.00664105197773155,Sure Things / Lost Causes,0,0.6641,0,0
8082,0.0012886133901774612,Sure Things / Lost Causes,0,0.1289,1,0
8083,0.006315229663513917,Sure Things / Lost Causes,0,0.6315,1,0
8084,0.00827151724204291,Sure Things / Lost Causes,0,0.8272,0,0
8085,0.006644489601884192,Sure Things / Lost Causes,0,0.6644,1,0
8086,0.005928969730140276,Sure Things / Lost Causes,0,0.5929,1,0
8087,0.0034341706782287946,Sure Things / Lost Causes,0,0.3434,0,0
8088,0.0030943759278258248,Sure Things / Lost Causes,0,0.3094,1,0
8089,0.004969277892671771,Sure Things / Lost Causes,0,0.4969,1,0
8090,0.008797941392504411,Sure Things / Lost Causes,0,0.8798,0,0
8091,0.0036489512057017327,Sure Things / Lost Causes,0,0.3649,1,0
8092,0.0010285212776192662,Sure Things / Lost Causes,0,0.1029,0,0
8093,0.008340537073082677,Sure Things / Lost Causes,0,0.8341,0,0
8094,0.002082267594224144,Sure Things / Lost Causes,0,0.2082,0,0
8095,0.004080536900291088,Sure Things / Lost Causes,0,0.4081,0,0
8096,0.007484172437007967,Sure Things / Lost Causes,0,0.7484,0,0
8097,0.004589062071111701,Sure Things / Lost Causes,0,0.4589,0,0
8098,0.003799948285155666,Sure Things / Lost Causes,0,0.38,1,0
8099,0.002203844828104172,Sure Things / Lost Causes,0,0.2204,1,0
8100,0.0028045623765838024,Sure Things / Lost Causes,0,0.2805,0,0
8101,0.0030770589329827667,Sure Things / Lost Causes,0,0.3077,0,0
8102,0.004942915686102951,Sure Things / Lost Causes,0,0.4943,1,0
8103,0.007119275629382992,Sure Things / Lost Causes,0,0.7119,0,0
8104,0.005484141312091869,Sure Things / Lost Causes,0,0.5484,1,0
8105,0.0036373127804990033,Sure Things / Lost Causes,0,0.3637,1,0
8106,0.003842274032535075,Sure Things / Lost Causes,0,0.3842,0,0
8107,0.004120535724753117,Sure Things / Lost Causes,0,0.4121,1,0
8108,0.006162083617991335,Sure Things / Lost Causes,0,0.6162,1,0
8109,0.008342685404048688,Sure Things / Lost Causes,0,0.8343,1,0
8110,0.0048288151742772855,Sure Things / Lost Causes,0,0.4829,1,0
8111,0.007978304516063218,Sure Things / Lost Causes,0,0.7978,1,0
8112,0.008211186993580331,Sure Things / Lost Causes,0,0.8211,1,0
8113,0.00141126488160519,Sure Things / Lost Causes,0,0.1411,1,0
8114,0.005444300588263968,Sure Things / Lost Causes,0,0.5444,1,0
8115,0.010169844787588764,Persuadables,20,0.0,1,0
8116,0.005184043793041004,Sure Things / Lost Causes,0,0.5184,1,0
8117,0.002320394499835082,Sure Things / Lost Causes,0,0.232,1,0
8118,0.012756022826982764,Persuadables,20,0.0,1,0
8119,0.0022793936700978377,Sure Things / Lost Causes,0,0.2279,0,0
8120,0.0034337917791571236,Sure Things / Lost Causes,0,0.3434,0,0
8121,0.003996294295328912,Sure Things / Lost Causes,0,0.3996,1,0
8122,0.0037610601619288996,Sure Things / Lost Causes,0,0.3761,1,0
8123,0.0033750871482078927,Sure Things / Lost Causes,0,0.3375,1,0
8124,0.0037979434553732055,Sure Things / Lost Causes,0,0.3798,0,0
8125,0.004152133441044756,Sure Things / Lost Causes,0,0.4152,1,0
8126,0.0024101453580422545,Sure Things / Lost Causes,0,0.241,0,0
8127,0.004635262233728061,Sure Things / Lost Causes,0,0.4635,0,0
8128,0.0040025174500671005,Sure Things / Lost Causes,0,0.4003,1,0
8129,0.00383205404144268,Sure Things / Lost Causes,0,0.3832,1,0
8130,0.005219680238975583,Sure Things / Lost Causes,0,0.522,0,0
8131,0.0077873923910123915,Sure Things / Lost Causes,0,0.7787,1,0
8132,0.001004744377230157,Sure Things / Lost Causes,0,0.1005,1,0
8133,0.001700806011230232,Sure Things / Lost Causes,0,0.1701,0,0
8134,0.001443012736172361,Sure Things / Lost Causes,0,0.1443,0,0
8135,0.00699421787470017,Sure Things / Lost Causes,0,0.6994,0,0
8136,0.002274523886677652,Sure Things / Lost Causes,0,0.2275,1,0
8137,0.0017814754808679386,Sure Things / Lost Causes,0,0.1781,1,0
8138,0.00586005256442266,Sure Things / Lost Causes,0,0.586,0,0
8139,0.0043941555751150834,Sure Things / Lost Causes,0,0.4394,1,0
8140,0.005699966741490175,Sure Things / Lost Causes,0,0.57,1,0
8141,0.0042266433831023974,Sure Things / Lost Causes,0,0.4227,1,0
8142,0.00814018804043649,Sure Things / Lost Causes,0,0.814,1,0
8143,0.0033968578195412162,Sure Things / Lost Causes,0,0.3397,1,0
8144,0.0013759647049359875,Sure Things / Lost Causes,0,0.1376,0,0
8145,0.003274422127923105,Sure Things / Lost Causes,0,0.3274,0,0
8146,0.006294754425132375,Sure Things / Lost Causes,0,0.6295,1,0
8147,0.004720221461361951,Sure Things / Lost Causes,0,0.472,1,0
8148,0.001970659507212656,Sure Things / Lost Causes,0,0.1971,1,0
8149,0.0037078126120184763,Sure Things / Lost Causes,0,0.3708,1,0
8150,0.011114464228601122,Persuadables,20,0.0,1,0
8151,0.002154651104614097,Sure Things / Lost Causes,0,0.2155,1,0
8152,0.0035961120946147044,Sure Things / Lost Causes,0,0.3596,1,0
8153,0.0033282066224779886,Sure Things / Lost Causes,0,0.3328,1,0
8154,0.004629991550522955,Sure Things / Lost Causes,0,0.463,1,0
8155,0.004788436999770338,Sure Things / Lost Causes,0,0.4788,0,0
8156,0.0022912464958368597,Sure Things / Lost Causes,0,0.2291,1,0
8157,0.008640746594191541,Sure Things / Lost Causes,0,0.8641,1,0
8158,0.005635253540468439,Sure Things / Lost Causes,0,0.5635,1,0
8159,0.00588274811919884,Sure Things / Lost Causes,0,0.5883,1,0
8160,0.006246871259024618,Sure Things / Lost Causes,0,0.6247,0,0
8161,0.004307564147937205,Sure Things / Lost Causes,0,0.4308,1,0
8162,0.006425126210643702,Sure Things / Lost Causes,0,0.6425,0,0
8163,0.0039321679409525506,Sure Things / Lost Causes,0,0.3932,0,0
8164,0.008382122872805934,Sure Things / Lost Causes,0,0.8382,1,0
8165,0.005059594600172489,Sure Things / Lost Causes,0,0.506,1,0
8166,0.002380008521537854,Sure Things / Lost Causes,0,0.238,1,0
8167,0.004403280311307949,Sure Things / Lost Causes,0,0.4403,0,0
8168,0.0014401767698981873,Sure Things / Lost Causes,0,0.144,1,0
8169,0.004409926347843847,Sure Things / Lost Causes,0,0.441,0,0
8170,0.005246715720592718,Sure Things / Lost Causes,0,0.5247,1,0
8171,0.004223900933296393,Sure Things / Lost Causes,0,0.4224,1,0
8172,0.0022165781399476493,Sure Things / Lost Causes,0,0.2217,0,0
8173,0.003807331941715106,Sure Things / Lost Causes,0,0.3807,1,0
8174,0.010724315335601291,Persuadables,20,0.0,0,0
8175,0.003323930405509624,Sure Things / Lost Causes,0,0.3324,0,0
8176,0.0067582605642509275,Sure Things / Lost Causes,0,0.6758,1,0
8177,0.0022165781399476493,Sure Things / Lost Causes,0,0.2217,0,0
8178,0.001004543885980464,Sure Things / Lost Causes,0,0.1005,1,0
8179,0.0015120231515142898,Sure Things / Lost Causes,0,0.1512,0,0
8180,0.005086078408626535,Sure Things / Lost Causes,0,0.5086,1,0
8181,0.011697413446764149,Persuadables,20,0.0,1,0
8182,0.00405334464330644,Sure Things / Lost Causes,0,0.4053,1,0
8183,0.0065946511947974455,Sure Things / Lost Causes,0,0.6595,0,0
8184,0.0034876258074541394,Sure Things / Lost Causes,0,0.3488,1,0
8185,0.0020630812807704525,Sure Things / Lost Causes,0,0.2063,0,0
8186,0.0023166989433933576,Sure Things / Lost Causes,0,0.2317,0,0
8187,0.0033072723254550336,Sure Things / Lost Causes,0,0.3307,0,0
8188,0.0036235700070563004,Sure Things / Lost Causes,0,0.3624,0,0
8189,0.0061935665072655344,Sure Things / Lost Causes,0,0.6194,1,0
8190,0.001207349350726515,Sure Things / Lost Causes,0,0.1207,1,0
8191,0.006779487967045251,Sure Things / Lost Causes,0,0.6779,1,0
8192,0.007837001457261699,Sure Things / Lost Causes,0,0.7837,1,0
8193,0.0038634152737703127,Sure Things / Lost Causes,0,0.3863,1,0
8194,0.006060931637777468,Sure Things / Lost Causes,0,0.6061,0,0
8195,0.004080536900291088,Sure Things / Lost Causes,0,0.4081,0,0
8196,0.0064763324870841035,Sure Things / Lost Causes,0,0.6476,1,0
8197,0.007298526317444093,Sure Things / Lost Causes,0,0.7299,1,0
8198,0.0013842006794683595,Sure Things / Lost Causes,0,0.1384,1,0
8199,0.0032292812274919602,Sure Things / Lost Causes,0,0.3229,1,0
8200,0.0035138812233708274,Sure Things / Lost Causes,0,0.3514,1,0
8201,0.003152780364938459,Sure Things / Lost Causes,0,0.3153,1,0
8202,0.0034610206639587226,Sure Things / Lost Causes,0,0.3461,1,0
8203,0.005703268403497742,Sure Things / Lost Causes,0,0.5703,1,0
8204,0.0028624792186647194,Sure Things / Lost Causes,0,0.2862,1,0
8205,0.004463603416643961,Sure Things / Lost Causes,0,0.4464,0,0
8206,0.0030157541382671476,Sure Things / Lost Causes,0,0.3016,1,0
8207,0.004626246009365851,Sure Things / Lost Causes,0,0.4626,1,0
8208,0.004783918030004767,Sure Things / Lost Causes,0,0.4784,0,0
8209,0.002312079635938244,Sure Things / Lost Causes,0,0.2312,1,0
8210,0.007297258527643877,Sure Things / Lost Causes,0,0.7297,1,0
8211,0.00833437072428124,Sure Things / Lost Causes,0,0.8334,1,0
8212,0.002293401914868099,Sure Things / Lost Causes,0,0.2293,1,0
8213,0.00606151166320147,Sure Things / Lost Causes,0,0.6062,0,0
8214,0.007799877609584745,Sure Things / Lost Causes,0,0.78,1,0
8215,0.004629110061057082,Sure Things / Lost Causes,0,0.4629,0,0
8216,0.0033618158883585362,Sure Things / Lost Causes,0,0.3362,1,0
8217,0.0035951094542368504,Sure Things / Lost Causes,0,0.3595,1,0
8218,0.006481460202793372,Sure Things / Lost Causes,0,0.6481,1,0
8219,0.0044009958340674735,Sure Things / Lost Causes,0,0.4401,1,0
8220,0.007943911531582998,Sure Things / Lost Causes,0,0.7944,1,0
8221,0.006630595870933929,Sure Things / Lost Causes,0,0.6631,0,0
8222,0.0033350883237458643,Sure Things / Lost Causes,0,0.3335,1,0
8223,0.0036064106068127836,Sure Things / Lost Causes,0,0.3606,1,0
8224,0.0062963370909342314,Sure Things / Lost Causes,0,0.6296,0,0
8225,0.004145852394293931,Sure Things / Lost Causes,0,0.4146,1,0
8226,0.004244490050395296,Sure Things / Lost Causes,0,0.4244,1,0
8227,0.0028989250859220786,Sure Things / Lost Causes,0,0.2899,1,0
8228,0.004703964998909385,Sure Things / Lost Causes,0,0.4704,1,0
8229,0.003948604081432372,Sure Things / Lost Causes,0,0.3949,1,0
8230,0.004125440865784979,Sure Things / Lost Causes,0,0.4125,1,0
8231,0.0036700203787938764,Sure Things / Lost Causes,0,0.367,1,0
8232,0.009034478544248263,Sure Things / Lost Causes,0,0.9034,1,0
8233,0.0009741638457056094,Sure Things / Lost Causes,0,0.0974,0,0
8234,0.004005103207220058,Sure Things / Lost Causes,0,0.4005,0,0
8235,0.004271604421376897,Sure Things / Lost Causes,0,0.4272,1,0
8236,0.006269101118067404,Sure Things / Lost Causes,0,0.6269,1,0
8237,0.010663634144416047,Persuadables,20,0.0,0,0
8238,0.0011449922441151015,Sure Things / Lost Causes,0,0.1145,0,0
8239,0.0044410011114920924,Sure Things / Lost Causes,0,0.4441,1,0
8240,0.003965362499176502,Sure Things / Lost Causes,0,0.3965,0,0
8241,0.004589248837204184,Sure Things / Lost Causes,0,0.4589,1,0
8242,0.005049525299743797,Sure Things / Lost Causes,0,0.505,0,0
8243,0.004231570423432583,Sure Things / Lost Causes,0,0.4232,0,0
8244,0.003250845718783689,Sure Things / Lost Causes,0,0.3251,1,0
8245,0.003555598224806539,Sure Things / Lost Causes,0,0.3556,0,0
8246,0.0021412655977885997,Sure Things / Lost Causes,0,0.2141,1,0
8247,0.0018438538516750373,Sure Things / Lost Causes,0,0.1844,1,0
8248,0.006421731667270602,Sure Things / Lost Causes,0,0.6422,0,0
